MT4_OBJECT_SYNC_FORMAT_v6
UTC_REF|1764964800|6870.30000
PriceLabel_2025.08.18 00:00_0|21|1755237600|0|1000.00000|0.00000|32768|1|0|0|0|0|522||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_1|21|1755237600|0|2600.00000|0.00000|255|1|0|0|0|0|-1317||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_2|21|1755237600|0|4500.00000|0.00000|32768|1|0|0|0|0|641||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_22|21|1755237600|0|7400.00000|0.00000|32768|1|0|0|0|0|1731||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_23|21|1755237600|0|10000.00000|0.00000|255|1|0|0|0|0|-556||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_3|21|1755237600|0|4600.00000|0.00000|255|1|0|0|0|0|-658||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_4|21|1755237600|0|5000.00000|0.00000|32768|1|0|0|0|0|2111||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_5|21|1755237600|0|5250.00000|0.00000|32768|1|0|0|0|0|513||8|0|5|0|0|0
PriceLabel_2025.08.18 00:00_6|21|1755237600|0|5490.00000|0.00000|255|1|0|0|0|0|-1001||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_0|21|1755496800|0|1000.00000|0.00000|32768|1|0|0|0|0|522||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_1|21|1755496800|0|2600.00000|0.00000|255|1|0|0|0|0|-1317||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_11|21|1755496800|0|6180.00000|0.00000|255|1|0|0|0|0|-898||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_12|21|1755496800|0|6200.00000|0.00000|32768|1|0|0|0|0|510||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_13|21|1755496800|0|6300.00000|0.00000|255|1|0|0|0|0|-963||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_14|21|1755496800|0|6325.00000|0.00000|32768|1|0|0|0|0|8001||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_15|21|1755496800|0|6410.00000|0.00000|255|1|0|0|0|0|-2699||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_16|21|1755496800|0|6450.00000|0.00000|255|1|0|0|0|0|-836||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_17|21|1755496800|0|6455.00000|0.00000|32768|1|0|0|0|0|5435||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_18|21|1755496800|0|6500.00000|0.00000|32768|1|0|0|0|0|1321||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_19|21|1755496800|0|6600.00000|0.00000|255|1|0|0|0|0|-604||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_2|21|1755496800|0|4500.00000|0.00000|32768|1|0|0|0|0|641||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_20|21|1755496800|0|6700.00000|0.00000|32768|1|0|0|0|0|1999||8|0|5|0|0|0
PriceLabel_2025.08.19 00:00_21|21|1755496800|0|6825.00000|0.00000|255|1|0|0|0|0|-1161||8|0|5|0|0|0
