MT4_OBJECT_SYNC_FORMAT_v6
UTC_REF|1765807200|6855.60000
Label 5965|23|0|0|0.00000|0.00000|0|1|0|0|0|0|SPY||14|0|0|241|-1|0
TrendLine_0|2|1765800000|1766721600|1515.00000|1515.00000|3937500|2|1|0|0|0|||0|0
TrendLine_1|2|1765800000|1766030400|1565.00000|1565.00000|3937500|2|1|0|0|0|||0|0
TrendLine_10|2|1765800000|1766073600|2015.00000|2015.00000|3937500|2|1|0|0|0|||0|0
TrendLine_100|2|1765800000|1766044800|6435.00000|6435.00000|3937500|2|1|0|0|0|||0|0
TrendLine_101|2|1765800000|1765987200|6445.00000|6445.00000|3937500|2|1|0|0|0|||0|0
TrendLine_102|2|1765800000|1766476800|6465.00000|6465.00000|3937500|2|1|0|0|0|||0|0
TrendLine_103|2|1765800000|1766260800|6475.00000|6475.00000|3937500|2|1|0|0|0|||0|0
TrendLine_104|2|1765800000|1766260800|6485.00000|6485.00000|3937500|2|1|0|0|0|||0|0
TrendLine_105|2|1765800000|1766102400|6495.00000|6495.00000|3937500|2|1|0|0|0|||0|0
TrendLine_106|2|1765800000|1766260800|6505.00000|6505.00000|3937500|2|1|0|0|0|||0|0
TrendLine_107|2|1765800000|1766779200|6515.00000|6515.00000|3937500|2|1|0|0|0|||0|0
TrendLine_108|2|1765800000|1766030400|6525.00000|6525.00000|3937500|2|1|0|0|0|||0|0
TrendLine_109|2|1765800000|1765929600|6535.00000|6535.00000|3937500|2|1|0|0|0|||0|0
TrendLine_11|2|1765800000|1765915200|2065.00000|2065.00000|3937500|2|1|0|0|0|||0|0
TrendLine_110|2|1765800000|1765958400|6565.00000|6565.00000|3937500|2|1|0|0|0|||0|0
TrendLine_111|2|1765800000|1766001600|6595.00000|6595.00000|3937500|2|1|0|0|0|||0|0
TrendLine_112|2|1765800000|1766203200|6615.00000|6615.00000|3937500|2|1|0|0|0|||0|0
TrendLine_113|2|1765800000|1766088000|6665.00000|6665.00000|3937500|2|1|0|0|0|||0|0
TrendLine_114|2|1765800000|1766160000|6715.00000|6715.00000|3937500|2|1|0|0|0|||0|0
TrendLine_115|2|1765800000|1765929600|6745.00000|6745.00000|3937500|2|1|0|0|0|||0|0
TrendLine_116|2|1765800000|1765382400|6815.00000|6815.00000|25600|2|0|0|0|0|||0|0
TrendLine_117|2|1765800000|1765483200|6865.00000|6865.00000|25600|2|0|0|0|0|||0|0
TrendLine_118|2|1765800000|1764864000|6915.00000|6915.00000|25600|2|0|0|0|0|||0|0
TrendLine_119|2|1765800000|1765324800|6965.00000|6965.00000|25600|2|0|0|0|0|||0|0
TrendLine_12|2|1765800000|1766016000|2115.00000|2115.00000|3937500|2|1|0|0|0|||0|0
TrendLine_120|2|1765800000|1765540800|6995.00000|6995.00000|25600|2|0|0|0|0|||0|0
TrendLine_121|2|1765800000|1763726400|7015.00000|7015.00000|25600|2|0|0|0|0|||0|0
TrendLine_122|2|1765800000|1765339200|7065.00000|7065.00000|25600|2|0|0|0|0|||0|0
TrendLine_123|2|1765800000|1765425600|7085.00000|7085.00000|25600|2|0|0|0|0|||0|0
TrendLine_124|2|1765800000|1764792000|7115.00000|7115.00000|25600|2|0|0|0|0|||0|0
TrendLine_125|2|1765800000|1765468800|7165.00000|7165.00000|25600|2|0|0|0|0|||0|0
TrendLine_126|2|1765800000|1765440000|7215.00000|7215.00000|25600|2|0|0|0|0|||0|0
TrendLine_127|2|1765800000|1765497600|7265.00000|7265.00000|25600|2|0|0|0|0|||0|0
TrendLine_128|2|1765800000|1765468800|7315.00000|7315.00000|25600|2|0|0|0|0|||0|0
TrendLine_129|2|1765800000|1765483200|7365.00000|7365.00000|25600|2|0|0|0|0|||0|0
TrendLine_13|2|1765800000|1766044800|2165.00000|2165.00000|3937500|2|1|0|0|0|||0|0
TrendLine_130|2|1765800000|1765267200|7415.00000|7415.00000|25600|2|0|0|0|0|||0|0
TrendLine_131|2|1765800000|1765512000|7465.00000|7465.00000|25600|2|0|0|0|0|||0|0
TrendLine_132|2|1765800000|1765425600|7515.00000|7515.00000|25600|2|0|0|0|0|||0|0
TrendLine_133|2|1765800000|1765540800|7665.00000|7665.00000|25600|2|0|0|0|0|||0|0
TrendLine_134|2|1765800000|1765425600|7815.00000|7815.00000|25600|2|0|0|0|0|||0|0
TrendLine_135|2|1765800000|1765396800|7865.00000|7865.00000|25600|2|0|0|0|0|||0|0
TrendLine_136|2|1765800000|1765411200|7915.00000|7915.00000|25600|2|0|0|0|0|||0|0
TrendLine_137|2|1765800000|1765497600|8015.00000|8015.00000|25600|2|0|0|0|0|||0|0
TrendLine_138|2|1765800000|1765483200|8065.00000|8065.00000|25600|2|0|0|0|0|||0|0
TrendLine_139|2|1765800000|1765483200|8115.00000|8115.00000|25600|2|0|0|0|0|||0|0
TrendLine_14|2|1765800000|1766131200|2215.00000|2215.00000|3937500|2|1|0|0|0|||0|0
TrendLine_140|2|1765800000|1765540800|8165.00000|8165.00000|25600|2|0|0|0|0|||0|0
TrendLine_141|2|1765800000|1765382400|8215.00000|8215.00000|25600|2|0|0|0|0|||0|0
TrendLine_142|2|1765800000|1765382400|8265.00000|8265.00000|25600|2|0|0|0|0|||0|0
TrendLine_143|2|1765800000|1765411200|8315.00000|8315.00000|25600|2|0|0|0|0|||0|0
TrendLine_144|2|1765800000|1765440000|8365.00000|8365.00000|25600|2|0|0|0|0|||0|0
TrendLine_145|2|1765800000|1765267200|8415.00000|8415.00000|25600|2|0|0|0|0|||0|0
TrendLine_146|2|1765800000|1765468800|8515.00000|8515.00000|25600|2|0|0|0|0|||0|0
TrendLine_147|2|1765800000|1765540800|8565.00000|8565.00000|25600|2|0|0|0|0|||0|0
TrendLine_148|2|1765800000|1765396800|8715.00000|8715.00000|25600|2|0|0|0|0|||0|0
TrendLine_15|2|1765800000|1765900800|2265.00000|2265.00000|3937500|2|1|0|0|0|||0|0
TrendLine_16|2|1765800000|1766145600|2415.00000|2415.00000|3937500|2|1|0|0|0|||0|0
TrendLine_17|2|1765800000|1765929600|2465.00000|2465.00000|3937500|2|1|0|0|0|||0|0
TrendLine_18|2|1765800000|1766217600|2515.00000|2515.00000|3937500|2|1|0|0|0|||0|0
TrendLine_19|2|1765800000|1765987200|2565.00000|2565.00000|3937500|2|1|0|0|0|||0|0
TrendLine_2|2|1765800000|1766289600|1615.00000|1615.00000|3937500|2|1|0|0|0|||0|0
TrendLine_20|2|1765800000|1766174400|2615.00000|2615.00000|3937500|2|1|0|0|0|||0|0
TrendLine_21|2|1765800000|1765872000|2665.00000|2665.00000|3937500|2|1|0|0|0|||0|0
TrendLine_22|2|1765800000|1765915200|2715.00000|2715.00000|3937500|2|1|0|0|0|||0|0
TrendLine_23|2|1765800000|1766016000|2765.00000|2765.00000|3937500|2|1|0|0|0|||0|0
TrendLine_24|2|1765800000|1765900800|2815.00000|2815.00000|3937500|2|1|0|0|0|||0|0
